record_id,first_name,surname,full_name,email,address,phone_number,date_of_birth,uk_nino,pan_number,uk_sort_code,uk_account_number,uk_iban,data_version,data_source,original_record_id,address_first_line,address_town_city,address_postcode,address_corruption_type,place_name_corruption,card_number_corruption,first_name_corruption,last_name_corruption,email_domain_corruption,phone_corruption,date_corruption,nino_corruption
1186,scott,Curtis,Scott Curtis,olivia.bailey.mp@yahoo.uk,"Burnley BB12 9LL, UK",+44.7527257972,22 May 1996,CA 15 94 77 D,341563 010269610,00-62-71,99702631,GB33ABCD00627199702631,dirty,mplist_650,536,Burnley BB12 9LL,Burnley,BB12 9LL,number_change,no_change,partial_space_pan,no_change,no_change,wrong_tld,duplicate_country_code,no_separator_date,no_change
1187,teve,Khan,Steve Kha,NIGEL.HUDDLESTON.MP@APEX-CONSULTING.ORG,"19 Finchale Ave, Stockton-on-Tees, Billingham TS23 2DG, UK",+447383SS9217,14 September 1993,AZ 57 86 71 A,5995 1258 6910 8398,31 59 34,58080644,GB33ABCD31593458080644,dirty,mplist_650,537,19 Finchale Ave,Billingham,TS23 2DG,normalized_spaces,no_change,formatted_pan,no_change,no_change,extra_m_domain,five_to_S_phone,dash_to_dot_date,no_change
1188,Simno,Kaur,Simon Kau,ian.byrne.mp@marketplace-directcom," Exeter EX5 1PQ, UK",7007911505,26-12-1971,AP 04 51 62 C,440181864008908312,63-43-82,1969-2681,UK61ABCD63438219692681,dirty,mplist_650,538,Exeter EX5 1PQ,Exeter,EX5 1PQ,no_change,no_change,extra_digits_pan,swapped_last_two,no_change,missing_dot,missing_country_code,reversed_date_format,no_change
1189,Rachel,edwards,achel Edwards,rosena . allinkhan . mp@cromwell-services . com,"88 High St, Woking Gu21 4Sz, Uk",+4 472 32827337,02/06/1979,AK 73 43 61 B,xxxxOxxxx-xxxx-9489,542570,5259-8415,GB21ABCD54257052598415,dirty,mplist_650,539,88 High St,Woking,GU21 4SZ,postcode_add_space,no_change,alpha_in_pan,no_change,no_change,missing_m_domain,spaced_phone,no_change,no_change
1190,liz,B@iley,  Liz Bailey,lillianjonesmp@intellilearncouk,"29a the hill, northfleet, gravesend da11 9ex, uk",0774338745,1954.04.21,AK 65 44 51 A,xxxx-xxxx-xxxx-,36-45-71,45249300,GB67ABCD36457145249300,dirty,mplist_650,540,29a the hill,gravesend,DA11 9EX,street_expansion,no_change,truncated_pan,y_to_i,no_change,no_change,truncated_phone,dash_to_dot_date,no_change
1191,NIA,Twis,N1a Tw1st,ian.byrne.mp@lawfield-associatescom,"58 Raeburn Pl, Edingburgh EH4 1HJ, UK",+4 470 05323909,2004/11/22,CH 87 27 26 A,434457544758305012,05.15.91,77647599,GB37ABCD05159177647599,dirty,mplist_650,541,58 Raeburn Pl,Edinburgh,EH4 1HJ,road_abbreviation,misspelled_place_name,extra_digits_pan,no_change,no_change,missing_dot,spaced_phone,reversed_date_format,no_change
1192,Keyr,voaden,keir voaden,zoe.franklin.mp@tiscali.co.uk,"18 HEADLANDS, KETTERING NN15 7HP, UK",4476626434161,14 March 2005,AB 24 91 35 A,498654640132175612,54-05-93,9043667,gb93abcd54059309043667,dirty,mplist_650,542,18 HEADLANDS,KETTERING,NN15 7HP,no_change,no_change,extra_digits_pan,i_to_y,no_change,missing_m_domain,extra_digit_phone,no_separator_date,no_change
1193,Emilie,BELL,Em1ly Bell,pippa.heylings.mp@carepoint-medical.co.uk,"Great Bridge St, West Bromwich B70 0YA, UK",07848I2523I,30 June 1952,BA 81 77 61 C,3419-7385-5701-543,05-55-60,5998-9192,GB81ABCD05556059989192,dirty,mplist_650,543,Great Bridge St,West Bromwich,B70 0YA,no_change,no_change,hyphenated_pan,misspelled_name,no_change,extra_m_domain,one_to_I_phone,no_separator_date,no_change
1194,MIKE,Argar,Mike Argar,tan.dhesi.mp@westfield-associates.net,"15 High St, Stockton-on-Tees TS18 1SP, UK",076-325-41089ext.123,03-10-1946,CE 95 66 89 D,345651039430322,14-57-00,90354230,GB62ABCD14570090354230,dirty,mplist_650,544,15 High St,Stockton-on-Tees,TS18 1SP,number_change,no_change,missing_leading_zero,no_change,no_change,missing_m_domain,hyphenated_phone,slash_to_dash_date,no_change
1195,Ricard,Amos,ichard Amos,zoe.franklin.mp@intellilearn.co.uk," ARIEL WAY, WHITE CITY, LONDON W12 7GF, UK ",+4 473 96517407,11-08-1973,CR215900A,3419O1296412892,225829,8252-4029,GB12ABCD22582982524029,dirty,mplist_650,545,ARIEL WAY,LONDON,W12 7GF,uppercase,no_change,alpha_in_pan,misspelled_name,no_change,missing_o_domain,spaced_phone,slash_to_dash_date,no_change
1196,Keir,Wood,PKeir Wood,david.williams.mp@lawfield-associates.com,"Cardif West Motorway Services, M4, Pontyclun Cf72 8Sa, Uk",0747317132399,21 October 1950,cb 04 97 06 c,3404-7029-3944-116,28.79.17,77726082,GB72ABCD28791777726082,dirty,mplist_650,546,Cardiff West Motorway Services,Pontyclun,CF72 8SA,expand_uk,misspelled_place_name,hyphenated_pan,ph_to_f,no_change,extra_m_domain,extra_digits_phone,dash_to_slash_date,no_change
1197,Maatt,  Cooper,Matt Coop3r,louise.haigh.mp@mail.com,"18 Market Square, Nelson BB9 7LP, UK",+447956063270ext.1231,1998-11-23,cb 25 56 53 a,xxxx-xxxx-xxxx-866712,01:29:46,20 24 79 76,GB23ABCD01294620247976,dirty,mplist_650,547,18 Market Square,Nelson,BB9 7LP,normalized_spaces,no_change,extra_digits_pan,doubled_vowel,no_change,wrong_tld,extra_digit_phone,no_separator_date,no_change
1198,Tom,Baxt3r,Tom Baxter,chris.ward.mphorizon-dynamics.com,4 Swanside Road Liverpol L14 7QH UK,07126744097,01 October 1968,AT 59 98 89 C,4393 4132 4235 2118,604073,74264136,GB26ABCD60407374264136,dirty,mplist_650,548,4 Swanside Road Liverpool L14 7QH UK,4 Swanside Road Liverpool,L14 7QH,road_expansion,misspelled_place_name,formatted_pan,no_change,no_change,no_change,missing_country_code,missing_leading_zero_date,no_change
1199,Jake,Sobel,Jake  Sobel, justin.madders.mp@designwavecouk ,"82-83 High St, Eton, Windsor SL4 6AF, UK",073-084-77733,07/12/1989,AP678657A,3413O9849846859*,55 40 45,67 82 10 95,GB65ABCD55404567821095,dirty,mplist_650,549,82-83 High St,Windsor,SL4 6AF,avenue_abbreviation,no_change,alpha_in_pan,ck_to_k,no_change,missing_dot,hyphenated_phone,no_separator_date,no_change
1200,Phyl,Arthur,Phil  Arthur,LEE.DILLON.MP@PLUSNET.COM,Victoria Square Thornton-Cleveleys FY5 3LZ UK,+4 476 75052810,20030904,AS 41 17 62 B,42436691066679649,70-02-76,45 51 83 42,GB33ABCD70027645518342,dirty,mplist_650,550,Victoria Square Thornton-Cleveleys FY5 3LZ UK,Victoria Square Thornton-Cleveleys,FY5 3LZ,street_abbreviation,no_change,extra_digit_pan,i_to_y,no_change,missing_o_domain,spaced_phone,no_separator_date,no_change
1201,SDanny, Davies ,Danny Davies,richard.holden.mp@@westfield-associates.net,"44 Cowick St, Exeter Ex4 1Ap, Uk",070160950221,18 September 2003,AS 5I 56 42 A,xxxx-xxxx-xxxx,422767,53218875,gb44abcd42276753218875,dirty,mplist_650,551,44 Cowick St,Exeter,EX4 1AP,title_case,no_change,truncated_pan,no_change,no_change,wrong_tld,extra_digit_phone,slash_to_dash_date,no_change
1202,B3n,DUNCAN SMITH,B3n Duncan Smith,chrisdotcurtisdotmp@cyberflowdotcodotuk,"89-91 New George St, Plymouth PL1 1RQ, UK",07 602 409070,06 April 1967,AT 98 50 41 A,524128317158539012,50-02-72,31575572,GB87 ABCD 5002 7231 5755 72,dirty,mplist_650,552,89-91 New George St,Plymouth,PL1 1RQ,no_change,no_change,extra_digits_pan,missing_first_letter,no_change,missing_m_domain,spaced_phone,dash_to_dot_date,no_change
1203,lex,Greenwood,Alex Greenwood,jacob.collier.mp@icloud.cm,"2 Ealing Rd, Wembley Ha0 4Tl, Uk",+4476638883571,28-01-2005,AH 5I 80 58 C,34173929158929912,84-88-11,40886755,GB82ABCD84881140886755,dirty,mplist_650,553,2 Ealing Rd,Wembley,HA0 4TL,street_abbreviation,no_change,extra_digits_pan,no_change,no_change,missing_o_domain,extra_digit_phone,slash_to_dash_date,no_change
1204,Kattie,Rimmerl,Kati3 Rimm3r,kerry.mccarthy.mpatplusnet.com,"2-3, Central Buildings, The Broadway, Ealing, Londan W5 2NT, UK",+447646785285,24.09.1987,CR 77 83 27 A,553516 1262224333,35.22.56,83033742,GB43 ABCD 3522 5683 0337 42,dirty,mplist_650,554,2-3,London,W5 2NT,street_expansion,misspelled_place_name,partial_space_pan,doubled_consonant,no_change,no_change,one_to_I_phone,dash_to_dot_date,no_change
1205,Fred,  Wheeler,  Fred Wheeler,sarah.hall.mp@@techbridge.com,"4 Marine Parade, Warrenpoint, Newry BT34 3NB, UK, England",07058430629,1961-09-08,AR 53 71 83 A,5345084666028808,02.34.25,59 16 38 74,GB81ABCD02342559163874,dirty,mplist_650,555,4 Marine Parade,Newry,BT34 3NB,add_england,no_change,missing_leading_zero,no_change,no_change,wrong_tld,no_change,reversed_date_format,no_change
1206,Natasha,Swallo, Natasha Swallow ,stephendotflynndotmp@commerce-hubdotnet,"26 High St E, Uppingham, Oakham LE15 9PZ, UK",07794190190,11.03.1961,AX I5 94 49 A,*341553821344495,55 03 13,73463136,GB35ABCD55031373463136,dirty,mplist_650,556,26 High St E,Oakham,LE15 9PZ,0_to_O,no_change,missing_leading_zero,ph_to_f,no_change,extra_m_domain,five_to_S_phone,missing_leading_zero_date,no_change
1207,Danw,Murray,D@wn Murr@y,bridget.phillipson.mphealthbridge-services.net,"115 Notting Hill Gate, Kensington, Londin W113LB, UK",07287856449ext.I23,30/03/1975,BL 83 90 39 C,449626 7334314146,48-83-08,6498742,GB67ABCD48830806498742,dirty,mplist_650,557,115 Notting Hill Gate,London,W11 3LB,road_expansion,misspelled_place_name,partial_space_pan,swapped_last_two,no_change,no_change,one_to_I_phone,missing_leading_zero_date,no_change
1208,Maya,Shelbrooke,M@y@ Shelbrooke,deirdre.costigan.mp@outlok.com,"SAINSBURY'S ATM, 157 VICTORIA RD W, THORNTON-CLEVELEYS FY5 3LB, United Kingdom",077I035I3IIext.I23,15.06.1997,AL 71 24 19 D,5162-0460-7904-0813,89.40.13,10108379,GB64 ABCD 8940 1310 1083 79,dirty,mplist_650,558,SAINSBURY'S ATM,THORNTON-CLEVELEYS,FY5 3LB,expand_uk,no_change,hyphenated_pan,no_change,no_change,corrupted_email_domain,one_to_I_phone,missing_leading_zero_date,no_change
1209,SUSAN,Juss,susan juss,sarah.green.mp@learningcrest.edu,"27 Gold St, Kettering NN16 8JB",07690083586,27.11.1975,AL  98 96  36 A,561602555756024,95.52.18,09754504,gb41abcd95521809754504,dirty,mplist_650,559,27 Gold St,Kettering,NN16 8JB,no_change,no_change,truncated_pan,y_to_i,no_change,wrong_tld,no_change,missing_leading_zero_date,no_change
1210,Allex,Holmes,Alex Holmes,jo.platt.mp @ marketplace-direct.co,50-52 Designer Outlet A4061 Bridgend CF32 9SU United Kingdom,+447480S01378,08/12/1992,as 15 91 14 c,3402 9947 1184 146*,39-20-36,31522427,UK10ABCD39203631522427,dirty,mplist_650,560,50-52 Designer Outlet A4061 Bridgend CF32 9SU United Kingdom,50-52 Designer Outlet A4061 Bridgend,CF32 9SU,I_to_1,no_change,formatted_pan,doubled_consonant,no_change,missing_m_domain,five_to_S_phone,reversed_date_format,no_change
1211,Dav,rewer,D@vid Brewer,ben.obesejecty.mp @ fastmail.com,"Western Ave, Greenford UB6 8EU, UK",+447673533576ext.1,11-03-2007,BL  09 98  16 B,*34457308166047,33.39.70,29225020,GB45ABCD33397029225020,dirty,mplist_650,561,Western Ave,Greenford,UB6 8EU,avenue_abbreviation,no_change,truncated_pan,missing_last_letter,no_change,wrong_tld,truncated_phone_2,slash_to_dash_date,no_change
1212,Raachae,Heylings,R@ch@el Heylings,cliftonbrowngatindustrial-dynamics.org,"57 HIGH ST, LITTLEHAMPTON BN17 5EJ",+447O94288214,1948/11/03,AX 16 29 16 B,45951787278760,043046,96141747,GB22ABCD04304696141747,dirty,mplist_650,562,57 HIGH ST,LITTLEHAMPTON,BN17 5EJ,uppercase,no_change,truncated_pan,doubled_vowel,no_change,no_change,zero_to_O_phone,dash_to_slash_date,no_change
1213,Jon,Hamilto,john hamilton,laura.trott.mp@oultook.com, Londin Rd Buckingham MK18 1AB UK ,071-239-86420,21111999,AY  30 17  74 D,34540919103599612,78-82-47,50578990,GB57ABCD7882475O57899O,dirty,mplist_650,563,London Rd Buckingham MK18 1AB UK,London Rd Buckingham,MK18 1AB,extra_spaces,misspelled_place_name,extra_digits_pan,misspelled_name,no_change,corrupted_email_domain,hyphenated_phone,slash_to_dash_date,no_change
1214,Bernadr,betts, Bernard Betts ,judith.cummins.mp@pearl-investments.com,"1 sugnall st, liverpool l7 7eb, uk",+44726697926,1965.09.04,as 89 57 38 d,3443 3862 2302 939,613532,56 49 18 25,gb95abcd61353256491825,dirty,mplist_650,564,1 sugnall st,liverpool,L7 7EB,street_abbreviation,no_change,formatted_pan,swapped_last_two,no_change,extra_m_domain,truncated_phone,no_separator_date,no_change
1215,Neil,Strideb,Neil Stridev,uma.kumaran.mp@emerald-investments.net, 101 Pickwick Rd Corsham SN13 9DA UK ,+44720460476,22 March 1971,AK109273A,4718O57289247678,72-41-72,73226267,GB69ABCD72417273226267,dirty,mplist_650,565,101 Pickwick Rd Corsham SN13 9DA UK,101 Pickwick Rd Corsham,SN13 9DA,removed_commas,no_change,alpha_in_pan,ph_to_f,no_change,missing_o_domain,truncated_phone,missing_leading_zero_date,no_change
1216,Jesss,eO'Hara,Jess O'Hara,andrewrosindellmp@mindbridge-learningcom,"36 South Groathill Ave Craigleith Retail Park, Edingburgh EH4 2LN, United Kingdom",073713774,14-08-1955,BT 09 52 33 C,481476831708214812,33 70 05,38660039,GB37ABCD33700538660039,dirty,mplist_650,566,36 South Groathill Ave Craigleith Retail Park,Edinburgh,EH4 2LN,1_to_I,misspelled_place_name,extra_digits_pan,doubled_consonant,no_change,wrong_tld,truncated_phone_2,slash_to_dash_date,no_change
1217,All,Murray, Al Murray ,danny.kruger.mp@silverbridge-capital.co.uk,"Park Farm Retail Park, Park Farm Rd, Folkestone CT19 5GA, United Kingdom",+4 477 16356111,09 November 1981,AZ 02 14 39 C,44888646106892939,98-23-83,2193-989,GB18ABCD98238302193989,dirty,mplist_650,567,Park Farm Retail Park,Folkestone,CT19 5GA,street_abbreviation,no_change,extra_digit_pan,doubled_consonant,no_change,missing_m_domain,spaced_phone,two_digit_year,no_change
1218,ulia,ByrneK,  Julia Byrne,bill.esterson.mp @ tiscali.co.uk,"4 griffiths ct, bowburn, durham dh6 5fd, uk",+4475543072,22031984,bb 31 01 30 d,3424I4727393726*,23-93-58,96 87 49 13,GB90ABCD23935896874913,dirty,mplist_650,568,4 griffiths ct,durham,DH6 5FD,lowercase,no_change,ocr_error_pan,missing_first_letter,no_change,extra_m_domain,truncated_phone_2,two_digit_year,no_change
1219,geoffrey,Room,GEOFFREY ROOME,toby.perkins.mp@@posteo.de," 249 Halesowen Rd, Cradley Heath B64 6JD ",+44715342060,12041957,AT 49 54 I5 B,343IIO62II5743O,41 26 86,6202512,GB72ABCD41268606202512,dirty,mplist_650,569,249 Halesowen Rd,Cradley Heath,B64 6JD,extra_spaces,no_change,ocr_error_pan,ck_to_k,no_change,missing_o_domain,truncated_phone,no_separator_date,no_change
1220,im,Fergusons,Jim Ferguson,stelladotcreasydotmp@mediastreamdotnet,"11-15 North Bridge, Edinburg EH1 1SB, UK",07166122042x4,01 February 1951,AW  09 77  86 D,502377124177320212,55-70-67,27741999,GB45ABCD55706727741999,dirty,mplist_650,570,11-15 North Bridge,Edinburgh,EH1 1SB,remove_last_part,misspelled_place_name,extra_digits_pan,missing_last_letter,no_change,missing_m_domain,truncated_phone_2,reversed_date_format,no_change
1221,Blake, Ferguson ,Blake Ferguson  ,mark.hendrick.mp@ashford-group.co.uk,"21 Church St, Barnoldswick BB185UR, UK",+447585253402,19/11/1987,AA 76 43 21 A,4910812223830424,84:47:33,17 63 53 92,GB38ABCD84473317635392,dirty,mplist_650,571,21 Church St,Barnoldswick,BB18 5UR,postcode_no_space,no_change,missing_leading_zero,y_to_i,no_change,extra_m_domain,no_change,dash_to_slash_date,no_change
1222,PhilQ,McDonal,Phil McDonaldP,emma.reynolds.mp@artisanworks.org,"72 New Rd, Gravesend DA11 0AF, UK",072401753,31.07.1979,AT078842D,*34624100099I044,99.72.97,51348701,GB39ABCD99729751348701,dirty,mplist_650,572,72 New Rd,Gravesend,DA11 0AF,street_expansion,no_change,alpha_in_pan,ph_to_f,no_change,missing_m_domain,truncated_phone_2,no_separator_date,no_change
1223,ychard,FRANCOIS,Richard Francois,tom.tugendhat.mpatmillfield-services.com,"239 Brompton Rd, Chelsea, Londen SW3 2EP, UK",+447690716444,06 July 1961,am 91 26 08 c,3451 2485 1601 040,97-51-04,46488031,GB56ABCD97510446488031,dirty,mplist_650,573,239 Brompton Rd,London,SW3 2EP,no_change,misspelled_place_name,formatted_pan,i_to_y,no_change,no_change,five_to_S_phone,reversed_date_format,no_change
1224,Rosie,Finucane,Rosie Finucane,olivia.blake.mp@live.com,"Doncaster Rd, Scunthorpe DN15 7DE, UK",+44762529391,19890213,AK  78 99  72 A,527993281152I867,14 98 82,54561245,GB50ABCD14988254561245,dirty,mplist_650,574,Doncaster Rd,Scunthorpe,DN15 7DE,no_change,no_change,alpha_in_pan,no_change,no_change,no_change,truncated_phone,reversed_date_format,no_change
1225,Ayoub,Downie  ,Ayoub  Downie, jessica.toale.mp@knowledge-hub.edu ,"48-57 High St, Perth PH1 5TH, UK",+447692832112,1976-12-26,BE 87 98 50 A,5497-7978-2976-4086*,64.48.88,9022-6297,GB57ABCD64488890226297,dirty,mplist_650,575,48-57 High St,Perth,PH1 5TH,avenue_abbreviation,no_change,hyphenated_pan,ck_to_k,no_change,no_change,five_to_S_phone,slash_to_dash_date,no_change
1226,Tim,SRosindell,T1m Ros1ndell,tulip.siddiq.mp@learningbridge.org,"18 Cheriton High St, Folkestone CT194ER, UK",07279343209,02/02/1991,BA 74 33 07 D,*34753 7878440448,34-67-23,1400-8384,GB48ABCD34672314008384,dirty,mplist_650,576,18 Cheriton High St,Folkestone,CT19 4ER,postcode_no_space,no_change,partial_space_pan,y_to_i,no_change,extra_m_domain,five_to_S_phone,missing_leading_zero_date,no_change
1227,Davied,ardy,David Hardy,michael.wheeler.mp @ tutanota.cm,"7 Field St, Tonypandy CF40 1JX, UK",074-162-45616,18 November 2006,AB 56 5O 34 C,*429O589435042463,36-25-70,79708042,GB54ABCD36257079708042,dirty,mplist_650,577,7 Field St,Tonypandy,CF40 1JX,remove_last_part,no_change,alpha_in_pan,misspelled_name,no_change,missing_o_domain,hyphenated_phone,slash_to_dot_date,no_change
1228,SarahF,Race,Sarah Race,jerome.mayhew.mp@@hartwell-consulting.co.uk,"Meliden Rd, Prestatyn LL19 9RT, UK",+447039563189x4561,2007 - 01 - 15,CB 56 32 59 D,34055460720939712,09 85 74,69981663,GB18ABCD09857469981663,dirty,mplist_650,578,Meliden Rd,Prestatyn,LL19 9RT,0_to_O,no_change,extra_digits_pan,y_to_i,no_change,missing_o_domain,extra_digit_phone,two_digit_year,no_change
1229,Richrd,Farrong,richard farron,mikewoodmp@codestreamcouk," Unit 1, prestige retail park, Burnley BB111BS, UK ",079-030-56214x456,28 - 10 - 1991,CE 98 34 95 B,5273-3287-4362-5272,54:45:14,5178-7575,GB45ABCD54451451787575,dirty,mplist_650,579,Unit 1,Burnley,BB11 1BS,extra_spaces,no_change,hyphenated_pan,misspelled_name,no_change,missing_m_domain,hyphenated_phone,missing_leading_zero_date,no_change
1230,Carlax,To@le,Carla Toale,cat.smith.mp@mailfence.com,"1DG ,  5 Queen Anne`s Court ,  Peascod St ,  Windsor SL4 1DH ,  United Kingdom",072037587371,27 September 1950,CA 49 3I 52 A,3442-4547-4750-553,32 30 04,43498503,GB84ABCD32300443498503,dirty,mplist_650,580,1DG,Windsor,SL4 1DH,road_expansion,no_change,hyphenated_pan,ph_to_f,no_change,extra_m_domain,extra_digit_phone,dash_to_dot_date,no_change
1231,TJohn,ShelbrookeL,John Shelbrooke,tom.tugendhat.mp@shopbridge.com,"the laurels, 2 the st, effingham, leatherhead kt24 5lh, uk",+4 476 46753239,1969-03-24,AK 42 29 29 C,5O44523I4O335O27,75-82-40,23 31 30 79,GB29ABCD75824023313079,dirty,mplist_650,581,the laurels,leatherhead,KT24 5LH,1_to_I,no_change,ocr_error_pan,no_change,no_change,wrong_tld,spaced_phone,no_change,no_change
1232,Jaimes,Wrightin,James Wrighting,adam.jogee.mpruby-advisors.org,"M6 Junction 42, Carlton, Carlisle CA4 0AN, United Kingdom",07105659920,11 March 1989,AZ 47 90 28 D,3443O1447494362,25-48-06,99 10 35 35,GB99ABCD2548O6991O3535,dirty,mplist_650,582,M6 Junction 42,Carlisle,CA4 0AN,normalized_spaces,no_change,alpha_in_pan,misspelled_name,no_change,no_change,no_change,reversed_date_format,no_change
1233,Harrielt,Ali,harriet ali,steve . witherden . mp@eastgate-consulting . com,"UNITS G40/45 VICTORIA PLAZA, SOUTHEND-ON-SEA, ESSEX SS2 5SP, UNITED KINGDOM",+4477S6236897,1992.09.08,AS  17 00  94 B,34839431l285713*,64-94-75,57966586,GB87ABCD64947557966586,dirty,mplist_650,583,UNITS G40/45 VICTORIA PLAZA,ESSEX,SS2 5SP,street_abbreviation,no_change,alpha_in_pan,swapped_last_two,no_change,no_change,five_to_S_phone,dash_to_dot_date,no_change
1234,Daan,Hinder,Dan Hinder  ,officeofclivebettsmp@talktalk.net,"355-357 wick rd, hackney wick, london e9 5dh",4478411432,1976.10.19,AX 57 22 98 D,343O5965O947I38,819621,93366499,GB95ABCD81962193366499,dirty,mplist_650,584,355-357 wick rd,london,E9 5DH,lowercase,no_change,ocr_error_pan,doubled_vowel,no_change,missing_o_domain,truncated_phone_2,dash_to_dot_date,no_change
1235,Jody3,Shastri-Hurs,Jodie Shastri-Hurstl,joanireidmp@yandexcom,"Greenheys Ln W, Manshester M15 5Aq, Uk",+4478014979,09 April 1959,AS030908C,569160531523275912,17.28.31,69693842,GB18 ABCD 1728 3169 6938 42,dirty,mplist_650,585,Greenheys Ln W,Manchester,M15 5AQ,abbreviate_uk,misspelled_place_name,extra_digits_pan,i_to_y,no_change,no_change,truncated_phone_2,no_separator_date,no_change
1236,artin,Reynolds,martin reynolds,chris.law.mp@gmx.com,"10 High St, Shepton Mallet BA45AN, UK",07581299891,13 October 2003,bt 37 00 07 b,589852094364I915,947666,6750-9870,GB50 ABCD 9476 6667 5098 70,dirty,mplist_650,586,10 High St,Shepton Mallet,BA4 5AN,postcode_no_space,no_change,alpha_in_pan,missing_first_letter,no_change,wrong_tld,wrong_country_code,no_separator_date,no_change
1237,Alex,Jenrick,Alex Jenric,alison.griffiths.mp@shopbridge.uk,"12 MARKET PL, BARTON-UPON-HUMBER DN18 5DA, UK",O7O96822294,20-12-1952,BA  77 88  53 A,5257 7306 4597 3069*,27 39 41,46021750,UK94ABCD27394146021750,dirty,mplist_650,587,12 MARKET PL,BARTON-UPON-HUMBER,DN18 5DA,uppercase,no_change,formatted_pan,ph_to_f,no_change,wrong_tld,zero_to_O_phone,no_separator_date,no_change
1238,BDan,Pitcher,Dan Pitcher,huntjattiscali.co.uk,"Prince Ave, Southend-on-Sea, Westcliff-on-Sea SSOOJP, UK",0732I8777I4ext.I23,1971-08-31,AE 04 89 64 C,*34347991725I235,98-15-49,13698071,GB27ABCD98154913698071,dirty,mplist_650,588,Prince Ave,Westcliff-on-Sea SSOOJP,,0_to_O,no_change,alpha_in_pan,ph_to_f,no_change,no_change,one_to_I_phone,missing_leading_zero_date,no_change
1239,r3d,Trickett,Fred Trickett  ,martin.mccluskey.mpcommerce-hub.net,"1 Eagles Meadow, Wrexham LL13 8DG, UK",07 160 168761,1984.10.29,AP 77 45 45 D,4569O33018190858,63-84-18,9407711,UK50ABCD63841809407711,dirty,mplist_650,589,1 Eagles Meadow,Wrexham,LL13 8DG,no_change,no_change,alpha_in_pan,missing_first_letter,no_change,no_change,spaced_phone,dash_to_dot_date,no_change
1240,Saraah,Owen  ,Sarah Owen,richard.baker.mp@btinternetco," 115 Burnley Rd, Padiham, Burnley BB12 8BA, UK ",+44772839403699,1993-04-19,AP502538C,52435740205504,49 55 17,77923148,GB70ABCD49551777923148,dirty,mplist_650,590,115 Burnley Rd,Burnley,BB12 8BA,I_to_1,no_change,truncated_pan,misspelled_name,no_change,missing_dot,extra_digits_phone,slash_to_dash_date,no_change
1241,Eddw@rd,Coutinho,edward coutinho,stephendotgethinsdotmp@summit-enterprisesdotcom,"60-66 MID STOCKET RD, ABERDEEN AB15 5JB, United Kingdom",0787038566799,16 March 1947,AR 20 71 73 C,34311581317896212,32-47-14,18473420,GB89ABCD3247141847342O,dirty,mplist_650,591,60-66 MID STOCKET RD,ABERDEEN,AB15 5JB,expand_uk,no_change,extra_digits_pan,doubled_consonant,no_change,missing_m_domain,extra_digits_phone,dash_to_dot_date,no_change
1242,Keir,Sunak,KEIR SUNAK,torcuildotcrichtondotmp@aoldotcom,"Kingstown Rd, Carlisle CA3 0BN, UK",073302480451,22.05.1964,AS 96 84 48 C,xxxx-xxxx-xxxx-46209,06:76:37,41081662,UK36ABCD06763741081662,dirty,mplist_650,592,Kingstown Rd,Carlisle,CA3 0BN,no_change,no_change,extra_digit_pan,no_change,no_change,missing_m_domain,extra_digit_phone,reversed_date_format,no_change
1243,Kat3, Alexander ,Kate Alexander,jo.stevens.mpatpixelworks.net,Unit 6 Bridge St Industrial Estate Iron Row Tredegar NP22 4LA UK,+447897497984,22031984,ak 27 18 01 d,xxxx-xxxx-xxxx-,37-64-80,28 54 56 55,GB29ABCD37648028545655,dirty,mplist_650,593,Unit 6 Bridge St Industrial Estate Iron Row Tredegar NP22 4LA UK,Unit 6 Bridge St Industrial Estate Iron Row Tredegar,NP22 4LA,no_change,no_change,truncated_pan,i_to_y,no_change,no_change,no_change,no_separator_date,no_change
1244,pChris,Allin-Khan, Chris Allin-Khan ,tom.collins.mp @ runbox.co,"Lawson Industrial Estate, Brewsdale Rd, Middlesbrough TS3 6LJ, UK",+44.7769516147,23 December 1986,CB 84 76 98 D,3423 4520 3425 998,17:51:83,26103653,GB78ABCD17518326103653,dirty,mplist_650,594,Lawson Industrial Estate,Middlesbrough,TS3 6LJ,no_change,no_change,formatted_pan,ck_to_k,no_change,missing_m_domain,no_change,reversed_date_format,no_change
1245,KJohn,West,J0hn West,natasha . irons . mp@mail . com,"3-4 Thames St, Windsor Sl4 1Pl, Uk",7642124680x456,2002-05-21,CA 93 26 86 B,54302677134154519,87-51-11,54159503,GB72 ABCD 8751 1154 1595 03,dirty,mplist_650,595,3-4 Thames St,Windsor,SL4 1PL,expand_uk,no_change,extra_digit_pan,no_change,no_change,extra_m_domain,missing_country_code,no_separator_date,no_change
1246,Dyan,Hinchliff,D1ane H1nchl1ff,neil.coyle.mp@lawfield-associates.cm,"117B Withington Rd, Manshester M168EE, UK",+4474471915,02-07-1998,BE 20 38 42 C,41646628404707379,63:02:70,23690533,GB44 ABCD 6302 7023 6905 33,dirty,mplist_650,596,117B Withington Rd,Manchester,M16 8EE,normalized_spaces,misspelled_place_name,extra_digit_pan,i_to_y,no_change,missing_o_domain,truncated_phone_2,missing_leading_zero_date,no_change
