record_id,first_name,surname,full_name,email,address,phone_number,date_of_birth,uk_nino,pan_number,uk_sort_code,uk_account_number,uk_iban,merchant_name,merchant_types,latitude,longitude,is_open,price_level,place_id,data_source,original_record_id
1,Tristan,McDonnell,Tristan McDonnell,james.murray.mp@pearl-investments.com,"1 Overcliffe, Gravesend DA11 0EF, UK",+44 7732733872,23/03/1989,AY 90 96 31 B,342472332403418,63-87-24,36295452,GB67ABCD63872436295452,General Location,point_of_interest|establishment,,,,,,mplist_650,1
7853,Yvette,Cooper,Yvette Cooper,yvettecooper@tableau.com,"1-5 Berry St, Liverpool L1 9DF, UK",0188 803 693,1945-10-24,GM308236B,3751 427075 35513,54-84-25,56368070,GB60861949853319037238,"Richer Sounds, Liverpool",electronics_store|home_goods_store|store|point_of_interest|establishment,53.4013419,-2.9756787,True,2.0,ChIJEdVdQiEhe0gR5Xblu89XFXs,merchant_9056,7203
7854,Rachel,Hopkins,Rachel Hopkins,rachel_hopkins@twilio.com,"54 Lord St, Liverpool L2 1TD, UK",0154 280 441,02-06-1962,JG343673A,5043 0996 6382 9255,40-56-60,22882239,GB39497295521760240724,CeX,electronics_store|store|point_of_interest|establishment,53.4051126,-2.9872178,True,1.0,ChIJKwkRry8he0gR9rRRJioon0c,merchant_9056,7204
7855,Shaun,Davies,Shaun Davies,shaun.davies@akamai.com,"Unit 9, Central Shopping Centre, Liverpool L1 1QE, UK",07652 707 279,26/12/1991,TR389432D,3762 344640 97931,80-97-51,92811724,GB61977235737391208427,CeX,electronics_store|store|point_of_interest|establishment,53.404634,-2.979788,True,1.0,ChIJQXgV-CQhe0gReIOVzNbklyQ,merchant_9056,7205
7856,Terry,Jermy,Terry Jermy,terry270@render.com,"78 St Chads Parade Kirkby, Liverpool L32 8UG, United Kingdom",0182 530 633,11-12-1988,KT123374D,4242 0549 2802 7890,61-97-73,85775595,GB25989828875973984006,B & M Retail Limited,electronics_store|store|point_of_interest|establishment,53.482404,-2.8891711,,1.0,ChIJTVXPLewYe0gRI_oXyGGvvEU,merchant_9056,7206
7857,Aphra,Brandreth,Aphra Brandreth,a.brandreth@notion.so,"Bechers Business Centre, 13, Heysham Rd, Bootle, Liverpool L30 6UZ, United Kingdom",+44 7948 677 423,16-03-2005,EM290005B,4793 9933 5040 9960,12-38-54,19325127,GB86333308544486972900,www.digitalpromo.co.uk,electronics_store|store|point_of_interest|establishment,53.481971,-2.958466,True,,ChIJjYSpMaoje0gRJ3Ubf5GP6v0,merchant_9056,7207
7858,Laura,Kyrke-Smith,Laura Kyrke-Smith,laura_kyrke-smith@aws.amazon.com,"Clayton Square Shopping Centre, Liverpool L1 1QR, United Kingdom",+44 7887 975 542,01/05/2002,TL958065B,4743 4506 2551 1942,10-96-30,10973853,GB51715616653727841512,Clas Ohlson,hardware_store|electronics_store|furniture_store|home_goods_store|store|point_of_interest|establishment,53.4055741,-2.9811942,True,,ChIJ5Uvc_CQhe0gRuh1skQ416pw,merchant_9056,7208
7859,David,Reed,David Reed,david552@sky.com,"89-91 Broad Ln, Liverpool L11 1AD, UK",+44 7474 870 154,28 July 1995,RS787352D,4763 5820 5293 1280,16-90-11,39560694,GB16130024144525118506,Argos Liverpool Norris Green,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,53.4414378,-2.9284516,True,2.0,ChIJ_Z3w4_Qhe0gR6qvLFimLSMg,merchant_9056,7209
7860,Daisy,Cooper,Daisy Cooper,d.cooper@accenture.com,"St Johns Market, 182-186 Elliot St, Liverpool L1 1NH, UK",07615 230 833,19/03/1951,WK612959A,3463 715275 45041,87-67-94,85401591,GB93982232448034238642,Argos Liverpool St. Johns,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,53.4065703,-2.9801162,True,2.0,ChIJl0qm3SQhe0gR-eL6ag3awys,merchant_9056,7210
7861,Julia,Buckley,Julia Buckley,juliabuckley@apple.com,"Great Homer St, Liverpool L5 3LQ, UK",+44 7885 156 550,30/10/1967,BY621127D,5008 3601 2479 8466,84-67-15,96335548,GB94696013176186242757,Argos Liverpool Great Homer Street,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,53.4230571,-2.9792298,True,2.0,ChIJF7kzZ0Ehe0gRYmCoPT9YVx8,merchant_9056,7211
7862,Martin,Vickers,Martin Vickers,martin751@icloud.com,"72 Lord St, Liverpool L2 1TL, UK",07156 767 863,27-06-1961,ZE823944A,3755 244679 95553,14-81-15,98739336,GB46971774797332573747,GAME,electronics_store|store|point_of_interest|establishment,53.4051559,-2.9863852,True,,ChIJVUGBoy8he0gRzaVd-HSWwOo,merchant_9056,7212
7863,James,Cartlidge,James Cartlidge,james.cartlidge@btinternet.com,"369 Edge Ln, Liverpool L7 9LQ, UK",020 3267 5113,18 January 1980,SJ190750B,3787 265061 69002,23-91-94,31611550,GB91468436436000094527,AC Technology Laptop PC Sales and Repairs,electronics_store|store|point_of_interest|establishment,53.410372,-2.929708,True,,ChIJ7Rmh67ohe0gRN--Rlucnf9w,merchant_9056,7213
7864,David,Reed,David Reed,reedd@mail.com,"Lakeside Retail Park, Unit 1 Phase 2, Scunthorpe DN16 3UA, United Kingdom",020 2473 2729,30/06/1984,SY946798C,3418 188666 86593,36-30-99,92123349,GB93138222042432081902,Currys PC World Featuring Carphone Warehouse,electronics_store|home_goods_store|store|point_of_interest|establishment,53.563481,-0.61697,True,2.0,ChIJrWckglPleEgRgU2VFMM1Jqs,merchant_9056,7214
7865,Satvir,Kaur,Satvir Kaur,kaurs@icloud.com,"Phase 3, Junction Retail Park, Unit 8, The, Hull HU3 4SA, United Kingdom",+44 7354 998 237,1965-08-05,LP682215C,3752 719421 23120,75-47-51,67323737,GB93113092799590165694,Currys PC World Featuring Carphone Warehouse,electronics_store|home_goods_store|store|point_of_interest|establishment,53.7280802,-0.3729174,True,2.0,ChIJK6xRcmaVeEgR7exImNNDhZ0,merchant_9056,7215
7866,Dan,Jarvis,Dan Jarvis,dan742@firebase.google.com,"3-5 Cole St, Scunthorpe DN15 6RA, UK",020 5373 9041,15 December 1960,GN997251D,3778 848247 91200,51-50-48,88344511,GB23786391451201142431,CeX,electronics_store|store|point_of_interest|establishment,53.591597,-0.6464642,True,1.0,ChIJSzF25hDleEgRr04q6mLMGnE,merchant_9056,7216
7867,Peter,Kyle,Peter Kyle,peterkyle@salesforce.com,"Lakeside Pkwy, Scunthorpe DN16 3UA, UK",07313 502 847,29/04/1993,NW105825B,3797 838957 77203,18-97-14,95242832,GB13018338149067115391,halfords,electronics_store|clothing_store|bicycle_store|car_repair|store|point_of_interest|establishment,53.5636882,-0.6178844,True,,ChIJrWckglPleEgR_vF-lknU_gk,merchant_9056,7217
7868,Andrew,Ranger,Andrew Ranger,rangera@docker.com,"115-117 High St, Scunthorpe DN15 6LY, UK",07542 808 334,18 March 1965,JT858876D,3773 397814 53902,18-28-92,12266453,GB54548998042757682430,BrightHouse,electronics_store|department_store|furniture_store|home_goods_store|store|point_of_interest|establishment,53.5913185,-0.6488331,True,,ChIJ5VehiRDleEgRfgxAsbLb3Tc,merchant_9056,7218
7869,Aphra,Brandreth,Aphra Brandreth,aphrabrandreth@twitter.com,"11 King Edward St, Kirton in Lindsey, Gainsborough DN21 4NF, UK",0111 305 111,27/03/1980,CG517117C,4475 2034 6801 3632,52-30-78,31503304,GB48172695153860071669,Knights Electrocom Ltd,electronics_store|store|point_of_interest|establishment,53.4768768,-0.5895774,True,,ChIJ0aYAYLPweEgRFCi4gsW9WTI,merchant_9056,7219
7870,Will,Stone,Will Stone,will.stone@cloud.google.com,"Scunthorpe DN15 6EL, United Kingdom",+44 7346 138 170,05-10-1983,AE012387C,3482 579041 99816,26-46-39,68745560,GB74510023434113636976,Euronics Electrical Appliances Direct,electronics_store|store|point_of_interest|establishment,53.5914514,-0.6515149,True,,ChIJfUyzVxrleEgRbP-RKJ3GeDE,merchant_9056,7220
7871,Stuart,Anderson,Stuart Anderson,stuart.anderson@render.com,"George St, Barton-upon-Humber DN18 5ES, UK",07517 280 872,04-08-1947,MG714495C,4938 0330 1359 3353,30-73-71,70156642,GB56457348842710457889,Lindsey Relay,electronics_store|store|point_of_interest|establishment,53.6837076,-0.4396598,True,,ChIJMQP8ihnreEgRYDr3Kf7K16k,merchant_9056,7221
7872,Adrian,Ramsay,Adrian Ramsay,ramsaya@cloudflare.com,"183 Frodingham Rd, Scunthorpe DN15 7NH, UK",+44 7377 993 662,1978-12-10,WS599830A,4101 7390 2960 5174,71-58-18,93168630,GB35610397949132776453,Anson Components,electronics_store|store|point_of_interest|establishment,53.5944767,-0.6551599,True,,ChIJfzavqwTleEgRQJngGlZaOCQ,merchant_9056,7222
7873,Keir,Starmer,Keir Starmer,keir338@oracle.com,"68 High St, Scunthorpe DN15 6SD, UK",+44 7310 566 728,19/12/1950,KC877750A,4312 5497 5721 5184,38-11-31,82107553,GB32411720817928933513,Mobile Booth,electronics_store|store|point_of_interest|establishment,53.5922218,-0.6456387,,,ChIJEdo4thHleEgR4JjONMeokVE,merchant_9056,7223
7874,Connor,Rand,Connor Rand,connorrand@sky.com,"63 Wrawby St, Brigg DN20 8JE, UK",0146 219 309,29/04/1964,KT050042A,5136 5548 6295 1254,88-42-38,63309517,GB86486847681342826476,The Tech Box - Brigg,electronics_store|store|point_of_interest|establishment,53.552141,-0.4905256,True,,ChIJlcGp0w_yeEgRlvnrhZNl3uA,merchant_9056,7224
7875,Chris,McDonald,Chris McDonald,chris.mcdonald@hushmail.com,"78 Mollison Rd, Hessle, Hull HU4 7HH, UK",+44 7220 534 844,25/02/1989,XX733992C,3484 550558 97391,59-37-20,64358244,GB32100808055440813163,Axesrus,electronics_store|home_goods_store|store|point_of_interest|establishment,53.7309641,-0.4213693,True,,ChIJ12zbq6jqeEgRykjc14cuHMw,merchant_9056,7225
7876,Siân,Berry,Siân Berry,berrys@gitlab.com,"Doncaster Rd, Scunthorpe DN15 7DE, UK",020 3960 1345,24-08-1957,BA434511A,4274 1363 1474 0264,84-88-93,45470236,GB88423907087405121455,Argos Collection Point Scunthorpe Doncaster Road,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,53.5918916,-0.6601955,True,2.0,ChIJjQYXhZPkeEgRGyXWJ0hACDM,merchant_9056,7226
7877,Deirdre,Costigan,Deirdre Costigan,d.costigan@o2.co.uk,"Unit B, Lakeside Retail Park, Ashby Ville Roundabout, Scunthorpe DN16 3UA, UK",020 8337 5554,06 August 1996,TM752009C,4222 5937 9614 7078,43-19-63,32152937,GB27333060488976039124,Scunthorpe Argos,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,53.5653035,-0.6178046,True,2.0,ChIJGwcQmFPleEgRFwb3lh1NZxs,merchant_9056,7227
7878,Graeme,Downie,Graeme Downie,graeme922@codesandbox.io,"Albion Park, Midland Rd, Scunthorpe DN16 1DJ, UK",0161 907 205,08 October 1980,OM202790C,4155 4107 8083 0188,93-55-65,52074532,GB70703145732992297534,Scunthorpe Computers,electronics_store|store|point_of_interest|establishment,53.5808971,-0.6301264,True,,ChIJ-QLHnEHleEgRIeeJr8gVStw,merchant_9056,7228
7879,Adrian,Ramsay,Adrian Ramsay,adrian_ramsay@heroku.com,"Sainsbury Way, Hessle HU13 9NS, UK",+44 7694 975 307,25-06-1993,BZ739072C,5694 0393 9846 2584,51-10-61,50414324,GB90722930180040164299,Argos Collection Point Hessle Hull,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,53.7231834,-0.4205756,True,2.0,ChIJNeE3fbDqeEgRoc5wvufnCQM,merchant_9056,7229
7880,Josh,MacAlister,Josh MacAlister,joshmacalister@mongodb.com,"The Hall, Chapel Ln, Barton-upon-Humber DN18 5PJ, UK",07247 975 686,16 September 2003,SW206602B,3481 819134 36562,63-39-62,73073449,GB57961739245802870847,RTS Computers,electronics_store|store|point_of_interest|establishment,53.68447,-0.441513,True,,ChIJudtxSxrreEgRhLFa3WHTmfI,merchant_9056,7230
7881,Ben,Maguire,Ben Maguire,ben.maguire@sky.com,"72 High St, Scunthorpe DN15 6SD, UK",07309 644 642,27-03-1947,AG128959C,4471 2044 2105 0276,60-62-60,85232569,GB20781762626051118592,GAME Scunthorpe,electronics_store|store|point_of_interest|establishment,53.5922357,-0.6457208,True,,ChIJ8Tu9Ha7oeEgRdecpToNsp-o,merchant_9056,7231
7882,Dan,Tomlinson,Dan Tomlinson,dan_tomlinson@ibm.com,"9 Cole St, Scunthorpe DN15 6RA, UK",020 4550 7499,03-01-1993,MC100424D,4101 5048 3644 5857,46-67-68,81831632,GB22132697147530480545,British Heart Foundation,clothing_store|electronics_store|home_goods_store|book_store|store|point_of_interest|establishment,53.5914521,-0.6462277,True,1.0,ChIJT6au-RDleEgRJ-Ina36yOJk,merchant_9056,7232
7883,Andy,Slaughter,Andy Slaughter,andy940@gitlab.com,"2a, 4a Allanby St, Scunthorpe DN15 6EN, UK",0153 493 288,06 September 1959,PS713327A,4183 9998 3457 6344,36-66-57,93649475,GB56037375979598156880,Factory Direct Electrical,electrician|electronics_store|store|point_of_interest|establishment,53.5914234,-0.6516353,True,,ChIJfyHdVhrleEgRHb0AoNqhx5M,merchant_9056,7233
7884,Catherine,Atkinson,Catherine Atkinson,catherine702@ntlworld.com,"Unit 2, Stannifer, Aberdeen AB10 7AY, UK",020 6456 4643,31/12/2001,TA717223B,4931 9874 8672 7202,66-35-56,65368619,GB55236140962403802957,Currys PC World Featuring Carphone Warehouse,electronics_store|home_goods_store|store|point_of_interest|establishment,57.1227114,-2.1231714,True,2.0,ChIJGQxr_S4QhEgRyNtTNwSM1iE,merchant_9056,7234
7885,Nadia,Whittome,Nadia Whittome,nadia.whittome@firebase.google.com,"Inverurie Retail Park, Unit 9, Inverurie AB51 0GZ, United Kingdom",07364 805 340,19-05-1995,CW176300D,3740 352758 12877,51-90-39,43993529,GB88339252094359318395,Currys PC World Featuring Carphone Warehouse,electronics_store|home_goods_store|store|point_of_interest|establishment,57.2881505,-2.3735158,True,2.0,ChIJ1XI47CxqhEgR5h7DZRAfQa0,merchant_9056,7235
7886,Edward,Leigh,Edward Leigh,edward50@cloud.google.com,"c/o Aberdeen International Airport, Dyce AB21 7DU, United Kingdom",020 8044 4754,06 September 1973,OP876956A,3499 791091 58764,84-23-42,82567691,GB38562320383924756813,Dixons Travel,electronics_store|store|point_of_interest|establishment,57.2002733,-2.2040573,True,,ChIJHaoEALwThEgRPYZ1EwerbXE,merchant_9056,7236
7887,Matt,Bishop,Matt Bishop,m.bishop@snowflake.com,"31 High St, Fraserburgh AB43 9AP, UK",+44 7499 682 139,10/11/1980,XP799214A,5446 3777 9106 7193,15-62-82,74317456,GB70394326801070320541,Rodgers Electrical,electronics_store|store|point_of_interest|establishment,57.693675,-2.0065979,True,,ChIJpRM9BhWBhEgRrE2XUOcokAM,merchant_9056,7237
7888,Sarah,Olney,Sarah Olney,sarah801@yandex.com,"445 Holburn St, Aberdeen AB10 7GU, UK",07723 279 238,23/06/1980,TJ741816C,5972 4935 3957 3747,15-82-81,17087393,GB40436267929443424793,Bang & Olufsen,electronics_store|store|point_of_interest|establishment,57.1318357,-2.1164907,True,4.0,ChIJEbYeNCMOhEgRLQt4ZIoLX6s,merchant_9056,7238
7889,James,Murray,James Murray,james973@tesla.com,"5 Burn Ln, Inverurie AB51 4UZ, UK",020 5924 6284,13/04/1946,GE171914A,5672 4530 0921 4869,87-55-62,45167843,GB61365699627870332370,Booth Scotland Limited,electronics_store|store|point_of_interest|establishment,57.2847506,-2.3756957,True,,ChIJd20GhSFAhEgRe2CIm8us0Ls,merchant_9056,7239
7890,David,Pinto-Duschinsky,David Pinto-Duschinsky,davidpinto-duschinsky@render.com,"Berryden Retail Park, Aberdeen AB25 3SG, United Kingdom",020 9624 8957,1964-04-04,AH749752D,3717 532343 14947,84-85-17,25253073,GB12070398527472728051,Currys PC World Featuring Carphone Warehouse,electronics_store|home_goods_store|store|point_of_interest|establishment,57.1549518,-2.1131473,True,2.0,ChIJWZNw9h4OhEgRG0Vz-yU8zBU,merchant_9056,7240
7891,Nia,Griffith,Nia Griffith,griffithn@linkedin.com,"204 Holburn St, Aberdeen AB10 6DA, UK",+44 7983 523 907,22/11/1974,BY407294B,4821 7952 1784 2981,10-97-86,69406252,GB90826592767665409393,Videoplus,electronics_store|store|point_of_interest|establishment,57.1383797,-2.1143258,False,,ChIJV4p-FCgOhEgRVP7JtFHUQtE,merchant_9056,7241
7892,Helen,Hayes,Helen Hayes,hayesh@fastly.com,"Buccaneer House, 4 Union Rd, Macduff AB44 1UJ, UK",+44 7799 430 645,1996-12-06,BY640207C,4416 5715 9322 5173,24-35-59,27483464,GB71396542992884070861,Buccaneer Limited,electronics_store|store|point_of_interest|establishment,57.6693926,-2.5023937,True,,ChIJucfdEjT0hEgRDkDRxZoxFjE,merchant_9056,7242
7893,Sarah,Hall,Sarah Hall,halls@codespaces.github.com,"45-47 Garthdee Rd, Aberdeen AB10 7AY, UK",07552 508 168,06 March 2001,WB783660C,4731 9347 4137 5887,49-55-97,59215786,GB69689118608815863630,Argos Aberdeen Garthdee,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,57.120144,-2.124666,True,2.0,ChIJUe8p-y4QhEgRzYM0ldidYpk,merchant_9056,7243
7894,Allison,Gardner,Allison Gardner,allison530@gmail.com,"Unit 2 S Harbour Rd, Fraserburgh AB43 9TA, UK",07665 607 103,01-02-1958,BZ179267B,5088 1935 5743 8784,58-17-29,48430811,GB60462340553829026674,Argos Fraserburgh,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,57.6804426,-2.0040219,True,2.0,ChIJg3P-nRaBhEgRFyR0Jy938Fs,merchant_9056,7244
7895,Alistair,Carmichael,Alistair Carmichael,alistair329@kubernetes.io,"41 Marischal Street, Peterhead AB42 1BS, UK",0168 258 647,11/01/1950,PM039211A,4265 4969 7736 8958,75-63-69,68679845,GB53233512335674493420,British Heart Foundation,clothing_store|electronics_store|home_goods_store|book_store|store|point_of_interest|establishment,57.505098,-1.7798309,True,1.0,ChIJfaZl9iiEg0gR8WYuqzizbKQ,merchant_9056,7245
7896,Monica,Harding,Monica Harding,monica624@github.com,"27/28 Ground Level Mall, Union Square AB11 5PN, United Kingdom",+44 7195 682 826,02/03/1974,NX511932C,5055 1360 8206 3723,38-92-46,37437870,GB27478939570756242258,Apple Union Square,electronics_store|store|point_of_interest|establishment,57.143324,-2.096267,True,3.0,ChIJr5r8rjsOhEgR4EEziyrZKMY,merchant_9056,7246
7897,Patrick,Spencer,Patrick Spencer,p.spencer@zoho.com,"3, Inverurie Retail Park, Oldmeldrum Road, Inverurie AB51 0GZ, UK",020 2973 9423,21-10-2004,JH710188D,3433 308449 55223,41-25-24,66388713,GB13819559749082798592,Argos Inverurie,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,57.2873991,-2.3728102,True,2.0,ChIJ1T7kKyFAhEgRDg16s8aW4Ow,merchant_9056,7247
7898,Luke,Akehurst,Luke Akehurst,lukeakehurst@cloud.google.com,"Morrison Way, Kintore, Inverurie AB51 0TH, UK",+44 7991 673 632,1996-03-11,GG107663B,5298 6097 3460 9392,70-52-74,39344344,GB16075099962900483047,i-Protech Technology Ltd,electrician|electronics_store|home_goods_store|store|point_of_interest|establishment,57.2245079,-2.3455171,True,,ChIJ97VxwmMWhEgR7PQntPO1F9A,merchant_9056,7248
7899,Laura,Kyrke-Smith,Laura Kyrke-Smith,laura.kyrke-smith@yandex.com,"Portlethen Retail Park, 2A, Muirend Ct, Portlethen AB12 4XP, United Kingdom",07817 887 669,07 May 1956,NP318804D,4787 1408 5700 5670,93-23-31,31336406,GB78296730251862539433,Argos Aberdeen Portlethen,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,57.064322,-2.1356744,True,2.0,ChIJf5Wrz78ahEgRsvNUP8pUBSk,merchant_9056,7249
7900,Tanmanjeet Singh,Dhesi,Tanmanjeet Singh Dhesi,dhesit@uber.com,"Airside Departure Lounge, Aberdeen International Airport, Dyce, Aberdeen AB21 7DU, UK",020 6164 5443,06-02-1957,BS020211A,5431 5109 8078 6450,18-11-54,92222810,GB82878790954220005510,Boots,pharmacy|electronics_store|health|store|point_of_interest|establishment,57.2002103,-2.2033633,True,,ChIJ5_-u8LAThEgRcmXV7pkEeb0,merchant_9056,7250
7901,Tonia,Antoniazzi,Tonia Antoniazzi,toniaantoniazzi@ntlworld.com,"Garthdee Rd, Aberdeen AB10 7AY, UK",+44 7765 605 262,29 January 1981,JB670649C,5747 2818 1553 8779,27-38-90,14951520,GB59916344190683185892,Boots,pharmacy|electronics_store|health|store|point_of_interest|establishment,57.1234722,-2.1216161,True,,ChIJlXki_S4QhEgRjwZyB36rKvk,merchant_9056,7251
7902,Richard,Holden,Richard Holden,r.holden@twilio.com,"12 W High St, Inverurie AB51 3SJ, UK",020 8389 7332,15-01-2000,TS647537A,3782 056524 99496,41-85-71,34682454,GB61013940217269317960,British Heart Foundation,clothing_store|electronics_store|home_goods_store|book_store|store|point_of_interest|establishment,57.2843693,-2.3756325,True,1.0,ChIJJ3skqyNAhEgR4T-Hn9KxDxc,merchant_9056,7252
7903,Peter,Fortune,Peter Fortune,peter_fortune@okta.com,"1-2, Dyce Shopping Centre, Dyce, Aberdeen AB21 7LW, UK",+44 7269 310 552,1970-11-20,ZL977052A,4971 8603 9495 6616,74-59-64,87685213,GB23664615075994420751,Boots,pharmacy|electronics_store|health|store|point_of_interest|establishment,57.2048547,-2.1754982,True,,ChIJ3RWbu00ShEgRv2XEf9ClUxM,merchant_9056,7253
7904,Lee,Pitcher,Lee Pitcher,pitcherl@netflix.com,"Unit 2, Damolly Retail Park, Newry BT35 6PR, UK",020 9816 5052,02/10/1954,WJ930343A,5789 4110 7653 8372,88-34-33,36882611,GB66335133985231979900,Currys PC World Featuring Carphone Warehouse,electronics_store|home_goods_store|store|point_of_interest|establishment,54.1907557,-6.3487761,True,2.0,ChIJ77uCrbLcYEgRWKkjrjXM7hc,merchant_9056,7254
7905,Emma,Foody,Emma Foody,foodye@aws.amazon.com,"11 Old Warrenpoint Rd, Newry BT34 2PF, UK",+44 7638 122 660,14/10/1994,LN783486D,5058 5141 1495 6245,29-23-16,27098380,GB74347872389562445080,Newage Electrical,electronics_store|store|point_of_interest|establishment,54.1624991,-6.3299742,True,,ChIJKcLjIpncYEgResy36XCw1QA,merchant_9056,7255
7906,Adnan,Hussain,Adnan Hussain,adnanhussain@cyclic.sh,"40-48 Newry St, Kilkeel, Newry BT34 4DN, UK",020 1387 1384,1988-09-22,JY891945B,3448 311427 03969,93-55-97,16458376,GB45400360023745786447,Hardys Of Kilkeel,electronics_store|store|point_of_interest|establishment,54.064206,-6.008597,True,,ChIJH5cTSR4pYUgRGZ2yUYRCb94,merchant_9056,7256
7907,Rachael,Maskell,Rachael Maskell,rachael.maskell@notion.so,"Unit 35, Buttercrane Shopping Centre, Newry BT35 8HJ, United Kingdom",+44 7576 330 519,23 March 1952,NP632027D,3737 464338 61428,56-41-57,78771895,GB25081842415506760152,CeX,electronics_store|store|point_of_interest|establishment,54.1718483,-6.3405812,True,1.0,ChIJn3_3tFPbYEgRGw4OG0uXaSE,merchant_9056,7257
7908,Stella,Creasy,Stella Creasy,stella338@invision.com,"4 Mary St, Warrenpoint, Newry BT34 3NT, UK",0119 293 817,16-10-1999,JJ581046D,5669 7107 8952 9263,36-57-86,21825175,GB26400270492802671026,Boylan Electronics,electronics_store|store|point_of_interest|establishment,54.1001208,-6.2541024,True,,ChIJeY8zVXbaYEgRnCHtVZVk2f8,merchant_9056,7258
7909,Layla,Moran,Layla Moran,laylamoran@palantir.com,"Newry, UK",020 7642 2111,18 June 1961,BH711780C,3400 344588 03218,69-91-95,60502467,GB43154419045731875364,Cps,electronics_store|store|point_of_interest|establishment,54.2019657,-6.3424175,True,,ChIJ8djaK8jcYEgRopGRQkQjB_E,merchant_9056,7259
7910,Alan,Gemmell,Alan Gemmell,alan_gemmell@zoho.com,"14b Canal Quay, Newry BT35 6BP, UK",+44 7395 591 726,22-09-1950,HX077029D,4205 1751 8965 3718,65-30-26,81007118,GB33294702057503355664,newry techrepairs,electronics_store|store|point_of_interest|establishment,54.178949,-6.337497,True,,ChIJAaVu1VfbYEgRfL5BFYFDmZU,merchant_9056,7260
7911,Liam,Byrne,Liam Byrne,l.byrne@airbnb.com,"Newry BT34 1SH, UK",+44 7129 393 345,29 June 1974,WP354451A,5683 2627 1127 3590,10-63-38,11969136,GB58127770927432787016,gamestop,electronics_store|store|point_of_interest|establishment,54.2357793,-6.3216796,,2.0,ChIJty9ueBrdYEgRvlU5iCb-mc8,merchant_9056,7261
7912,Rachel,Reeves,Rachel Reeves,rachel_reeves@freeserve.co.uk,"Francis St, Newry BT35 8BQ, UK",020 1905 9134,26/12/1959,BE296206A,4867 3773 9691 4326,44-79-29,20331789,GB85299371213490824542,Smoke Rings,electronics_store|store|point_of_interest|establishment,54.17357,-6.341885,True,,ChIJ5VZKmlPbYEgRabNBbL_rHcM,merchant_9056,7262
7913,Alison,Griffiths,Alison Griffiths,alisongriffiths@azure.microsoft.com,"B, Itec Business Park, 54 Armagh Rd, Newry BT35 6DN, UK",+44 7810 357 923,16 September 1949,LM376851B,4089 4558 1775 2107,52-94-39,49819998,GB76088024466682469760,Newry I.T,electronics_store|store|point_of_interest|establishment,54.1867292,-6.3446159,True,,ChIJd-3KmKncYEgRmWeH0MlpxX0,merchant_9056,7263
7914,Anna,Sabine,Anna Sabine,anna.sabine@github.com,"8 Greenan Rd, Newry BT34 3FN, UK",07675 154 836,15 April 1956,OW117400A,3743 455536 58161,53-93-62,34303095,GB67656480931355433168,techyteam,electronics_store|store|point_of_interest|establishment,54.1238086,-6.2713096,,,ChIJpf71SVnaYEgRrcCx5vmibkA,merchant_9056,7264
7915,Ian,Roome,Ian Roome,ian880@dropbox.com,"63 Bridge St, Newry BT35 8AF, UK",0179 148 535,24/02/1946,GY132774D,4651 6449 7522 5895,51-77-25,67317668,GB74437663511670076881,In Vehicle Technology,electronics_store|store|point_of_interest|establishment,54.1695084,-6.3421633,True,,ChIJU_QzhFLbYEgRCcmoox5fkhQ,merchant_9056,7265
7916,Tom,Tugendhat,Tom Tugendhat,tom_tugendhat@splunk.com,"31-17 Cullyhanna Rd, Newry BT35 0JB, UK",+44 7537 255 306,26/02/2002,MA989085A,5530 1672 4749 5210,81-10-28,71991607,GB19138189306713707320,S.A Auction,electronics_store|store|point_of_interest|establishment,54.1629253,-6.5838747,True,,ChIJz19RIGW5YEgRlUScVd0MxKQ,merchant_9056,7266
7917,Darren,Jones,Darren Jones,d.jones@aol.com,"27 Newtown Rd, Cloughoge, Newry BT35 8NN, UK",+44 7653 455 979,03 January 1978,EC155264C,5823 7989 0989 2435,37-72-31,40552400,GB36617324869319650331,Boilers And Tanks,electronics_store|store|point_of_interest|establishment,54.1283233,-6.3621208,True,,ChIJDVsYNCLFYEgRrM8XzsqMJN8,merchant_9056,7267
7918,Alex,Baker,Alex Baker,alexbaker@monday.com,"12 Monaghan St, Monaghan Street, Newry BT35 6BH, UK",+44 7406 616 884,19-12-2004,LG665250D,5693 4534 8601 4727,82-44-33,11643692,GB74855331039099683495,Newry Computer Centre,electronics_store|store|point_of_interest|establishment,54.1772329,-6.3429733,True,,ChIJr0rTAVXbYEgR96K3SFgWrVk,merchant_9056,7268
